content,label
hi,NAG
no income tax is the only brilliant idea given by subbo,NAG
sir and madam i have bse  what do with bse every day going down,NAG
working or not working is a personal choice|the way mira minds people having judgements about her being a house maker the same way she should not be judgemental about women who work after having babies working after babies no where means these women love their kids any less than she|some do not have a choice due to financial constraint|some choose it because they want to|as simple as that,CAG
pak army is layer all offiser are donkey tjey have no guts to fase indian arme on frontline,CAG
it was also 1 8 inr in  then you can even buy flat in south mumbai|<happy>,NAG
he should not die n our country needs him for his crime he has done in  blast,NAG
macchi u people only be licking congress shoes|b|cos for vote bank they licking us|if ur terrorists also,OAG
india is already on his way to form chabahar port with iran|no need for cpec,NAG
really proudable|nice,NAG
kejriwal is a fraud,OAG
this is a baseless news and have only come up in the social media only|no such thing has been ordered by the kuwaiti government|so just chill,NAG
what should be done with divis lab for long term,NAG
let us call a spade a spade anna ji|you will go down in history as the person who ushered an era of anarchy in the country|atleast one generation will pay the price for having supported your so called followers|harsh words|i am afraid|but true|truth hurts|does not it,CAG
your problem is your religion|he may be a noble laureate|here the question is hard work|how hard did he work to show the might or the valour of india to the rest of the world like our pm|his daughter is in films who is ready to act even nude|so the second thing is our culture and values|considering your religion this may be insignificant to you|but that is another curse on india|we have to bear it,OAG
as nifty is in record high|expecting to reduce the imposing tax on gold,NAG
no law|and order only army court give judgement|support by  grp  of terrorists,OAG
that rape comment is a bloody lie and if i were with  bjp i  would have bloody sued off these biased presstitutes for whatever they are worth|all yogi takes about is retaliation if something happens to his people and i do not anything is wrong with it|if you go by stats from up which were released by secular govt of up it shows that eastern up and especially gorakhpur is far more a peaceful place than western up and its because of yogi|also check the reputation of gorakhpur before yogi adityanath became the mp,OAG
you congress people our hearts are burning when we compare the present level with that of lokmamya tilak|dadabhai now rojee|malavya|jawaharlal nehru|jatipitha gandhi|i appeal to you to bring back the dignity of those stalwarts,OAG
all dramatics introspection is of no avail now,NAG
thanks to trump and all racists :persevering_face:,CAG
very well said 🖒,CAG
hi manisha,NAG
people need intellectual brain to understand what mr modi is doing|people abusing him are bewkoof,OAG
what is wrong in it|he is corrupted person,OAG
"but "" i will be right to join  bjp  "" - says anna hazare",NAG
at least those north indian fanatics really do not eat beef n have a right ( vocal ) to object but malayalee|what frauds of the nth kind||have you heard of any malayalee who will show revulsion to beef|at the most say he does not take  meat  which means no meat and not any dislike to beef|,OAG
go far maruti only|steady longterm bet sintex & aarti volatile|trading prospects heritage food|no,NAG
as far as performance is concerned cyrus would be working hard as shapoorji pallonji holds significant stake of around  percent of tata sons|very strange and difficult to understand why this happened,NAG
sonia| every moment mind  it| every man  ' s mind - operate  two most wanted criminal staying in assam  -  india |so| be carefull any moment | globalisation  '  s science satelitte phone them  '  s wings |ok| don  '  t worry | any moment i am staying with every media house |ok,NAG
blade fool,OAG
markets wil be in a range & the trend remains lower,NAG
i really thought india would head the world in the 2 1 st century||and we are|just that sadly|it ' s back to the 1 7 th century,NAG
yeah i will take a venti caramel  ied  and a grande vanilla bean shoe bomb,NAG
an old man who is handled by the most dangerous politician in history,CAG
":collision: india ' s no| home job :collision: :glowing_star: earn money without any investment :glowing_star: multi level networking :glowing_star: work daily  hours per day earn rs  to 1 0 0 0 rs daily :fire: life changing oppurtunity :writing_hand: type ""  join  "" and send to my whatsapp no + ",NAG
maybe highway sign was written in hindi which the driver could not understand|:face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,NAG
after this the story will be same till next election people will suffer for voting,CAG
pak army intruded into indian terrirtory|killed indian soldiers|had some laugh cup of tea with biscuits|mutilated their bodies and went back to their barracks|now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone,CAG
if dalits not pushing science in india|then there could total choas and illogical things will emerge|like black vs white|women vs men|short vs tall|eventually will lead to delhi sultnate returning to power|then british|why to repeat all history again,CAG
so u r a complete idiot,OAG
hi|can we expect  nbfc  to rally more|ur views on lt finance,NAG
that ' s what happens when you skip your education to marry a rich guy  years elder to you|being a homemaker is your obvious choice but what about independent working mothers & single mothers|make your own choices but do not run down and belittle women who do not have your luxuries|and i am sorry but what makes you think that it ' s okay to spend just an hour with a puppy|like how can one even compare|she ' s ridiculous|aishwarya joshi sreoshi bagchi,OAG
yogi adityanath should have come in her support|his support would have salutary effect on the loose cannons in his party,CAG
hehehehehehehehe if they dont plant a station in  rajasthan  for  solar energy  we will have to buy power form others very soon|wake up indians to push the govt|for this project for power,NAG
ask them how many days it takes to print in  lakh crores,CAG
buddy vikram we have lot of international friends dont worry about pak|do some thing to clean india without toilet nation fuc|k,OAG
if citizens of india had cared for country|would congress have looted country for  yrs|let us now remain awake in this awakening|support modi till he cleans all the mess,CAG
do you like icecream,CAG
there are | billions indians to wish  isro  we do not this bollywood actors to wish our scientists and especially this family bachchan,NAG
mlas come dime a dozen|its a shame that this creature could not respect a woman or a police officer or a human being|maybe if a stray cow was on the road he might have acted more respectfully,OAG
calls to all networks to remain free even after  : mukesh ambani,NAG
what else can you do|nothing isnt my option|im not going down without a fight,NAG
oh pak army or should say porki hijada army whose country did not excepted the bodies of their dickless coward army during kargil war|army which submitted infront of indian army in  and east pakistan became bangladesh|and hijada army could not even save school childrens from merciless killings and indian forces really reached lahore in ,OAG
he knows that it ' s impossible for him to be elected through loksabha|because now public knows|who is patriot or unpatriot,NAG
 i disagree with him | no one had problem with azaan except this fellow ,OAG
*  pure desh me afra tafri ka mahool hai | india ki   janta garib hai | ye maar asli   pe mari hai modi ji ne | ye acha nhi kiya bjp ne pura vyapari varg roo raha hai khun ke aansu bjp we shame on you  * * b|j|p|* :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: *  modi |* :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: *  we realy shame on you modi ji |*,OAG
now it looks advani & mm goshi and other terrorists are not in the race for president post|so anna is appeasing modi to get a chance|of ,CAG
nigel could you please ask her if she tracks alphageo and if yes what does she think of the company from a long term perspective,NAG
no any dialogue only dialogue baltastan and  pok  not kashmir,OAG
killing kurds|yazidis|collaborating with  isis  and you r terming them ummahs best leader in the world|nonsense|pakistan is also ur ummah then,CAG
there is clear cut polarisation of votes in up and it is not good for demovracy,NAG
rajdeep enterprises|rajdeep ltd|raj deep foundation|rajdeep public limited|so rajdeep you want to see this|tell you one thing you are not even fit to sell samosa|lease this comment for  years,NAG
he said just because he wants attention of indians again no one listening his songs he wants to come back thats why he is targeting muslin religion|he is above  year old did he first time listen prayer call|shame on you|and when this brutality end when muslim is allowed to eat beef in islam who they are to stop them|stop this forcefull acts|just drink cows urine its your punishment from allah,OAG
nice,NAG
kumar vishwas did not attack on any party|indian express team you should watch this video again again & then title it,NAG
 cpim |the party which has given birth to industrial revolution in india,NAG
useless remark,OAG
yep the people of palestine are living on the ( jewish ) nation of israel ' s land  piriod  the proof is all throughout gods word,NAG
india producing engineer|tea|iitian but mighty pakistan producing terrorist,CAG
<percent> of kerala peoples like beef|we dont like anyone to interfere in it|it is the right to eat what we desire|we will unite against beef ban|it is because of the foolish performance of bjp and alliances in the field that they can not get much hold in kerala,OAG
just gun down those termites|yes i am a warmonger when my brothers are getting killed and manslaughter is not monopolized for one side,NAG
fantastic|he said it right|loudspeakers create nuisance and disturbance and also politicians and fundamentalist s misuse it with their fiery announcements|ban it for  all  communities except for special occasions with prior permission s,OAG
great palanisamy congrats|keep  dmk  at bay|\,NAG
why did the parliament street branch of the bank close the gate to public including senior citizens after  pm today|people waited patiently outside the bank for  hrs only to be told to come tomorrow,NAG
a vision that is set to change india and the world,NAG
nursery kid should be in their respected class|beware you will be lost in the crowd dear,CAG
hai cnbc tv |brain game do watch national geographic channel there by you can recognise true and false facial image created examples actors|false smiles|etc|muscles of your face|your brain is also highly adopt at recognizing what other peoples ' faces are saying|now match your candidate also|this comments in totality not for any particular subject please,CAG
secularism does not mean appeasing minorities for vote bank politics nd leaving hindus isolated|hindus unlike old generation|they are united now to chose the party that safeguard them,NAG
the killer of nirbhaya can roam free|but police killing muslim boys before proving anything|being muslim as if|is antinational|if the father accepts the boy|the neighbours will lead the family to choose death|mentally and physically|ministers also rule with criminal charges here|bitter truth,OAG
 rss  people starts boiling when any body says about secularism and start giving their own bised definition of secularism|this communal thought was first inducted by sarwarkar in the year  in indian freedom straggle and and terminated at the birth of  rss  in  along with another communal organisation  muslim league |these organisations seldom taken part in the straggle of india,CAG
were is the law and order gone and who r these mobs to take the law into they own hand|come on policesa do something to save the law,NAG
like done <happy> :speaker_high_volume: good afternoon <happy> :bust_in_silhouette:  cnbc  - tv18 :tear-off_calendar: tuesday :  ✪  cnbc  - tv18 ➽ check latest post :alarm_clock: 4 g bot :recycling_symbol:  minute  second : v  | bot boss :play_button: vikas das <  botboss|top :ON!_arrow: server  < ,NAG
navratri and ganesh procession does not happen everyday whereas azan keep on disturbing every day|must be banned|do not need to learn secularism from pseudo - secularists,OAG
utter bs|he was sleeping all the while since  gst  is being discussed|they all are in deep slumber & taking a break on tv,CAG
whatever wipro is growing but what is happening in the root is not notified by anyone which is very bad|if someone is going to come for audit then that person use to come before the audit days and use to inform everything what he is going to do|and if something is wrong than also bosses over there use to protect the person who is responsible for that and on opposite side person working on 3 rd party were forced to do work for everyone and they use to get scolding on regular basis without any reason,NAG
i am cutting a pig right now||wanna taste it,CAG
actually all rohith supporters are in turn yakub supporters as rohith supported yakub :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,OAG
 plots  sale in |  chanda pura  |  anekal  |  electronic city  |  hosur road  |  bangalore  |  hosur  |  bmrda plots  |  budget plots  |  sites ,NAG
some of the rural areas no power|so first step we need to take that,NAG
top university for raising anti - national slogans,CAG
impressive|how does india tv get this kind of news|and the hospital in the picture is a private hospital in karachi|not an army hospital,NAG
is it 4 0 0 c or  cc|so submissive|i wonder why did they name it bajaj dominar,NAG
he slaped indian journalist when he tried to  relate kashmir issue with kurds issue | i guess indian should remember that turkey always supports pak on kashmir issue | and also see the interview | lol |:face_with_tears_of_joy:| and your media was  compairing him with| chai wala |:face_with_tears_of_joy:,CAG
latest statement of pak army a local commanders level hotline contact was established at rawlakot - poonch sector on  loc  last night between pakistan and indian army authorities|indian counterpart was told that there has been no  cfv  from pakistan side nor mutilation of indian soldiers bodies|indian authorities were told that there is unnecessary media hype following the allegations|pakistan remains fully committed to maint peace and tranquillity along the  loc  and expect same from other side and hope prudence is exercised and no steps are taken that may lead to vitiating of environment and affect peace along  loc |a routine  dgmo  level hotline is also likely today,NAG
indian express is in realty musalmaan express|like  ndtv  it ' s grinding it ' s axe since trump won same as they houned modi|journalists associated with ie &  ndtv  should black - listed & their relatives if any in us should be kicked out,OAG
dilip sir can you please share your views on bodal chemical for long term portfolio,NAG
 rbi  says the fake money amount in our country is around 4 0 0 cr|and the  rbi  holds around 6 2 lkh|cr as asset|so how much percentage it is|public is not favouring the blk marketeers|but we are strongly opposing this tortuous and hooligan decision which i affraid has been taken to protect the ambanis and adanis and hindujas|i hope they are not on que to draw 4 k,NAG
when did eating beef become a cultural festival in kerala,NAG
stupid traders - keep shopping carts for people to carry stuff to their car|anyway delhi has its more than fair share of fatso bhai saabs and behenjis|at least the walking will help,NAG
how else can a doting house held lazy mother justify her life to herself|well|ms|rajput|it ' s probably the most u are capable of|we the kids of entrepreneur woman are actually puppies we learn to be independent very soon and that ' s what a good parenting calls for,CAG
 omg |indians are masters of blaming others for their failure|it seems majority population is not influenced or learned from ramayana|gita|mahabharat|upnishad|puran|but they get everything from movies|ha ha,CAG
great|so mr|feku your acche din shuru ho chuke,OAG
advertising is non issue but the way is|about four decades earlier the government was distributing the product free of cost at petty shop|at travelling points and in the offices of ministry of health|unfortunately the process of family planing discontinued and given up following the aggression being practiced by mr|sanjay gandhi|son of indra gandhi during her rule,OAG
ha has gone to kailash yatra|after returning back he shall comment on indias economic reformation,CAG
under rajnath police|even his state president is not secure|they talk of  eip  bluff masters,OAG
nifty  in  - | we are at |do not you feel nifty racing towards ,NAG
these people are throwing stones because they are paid to do so by terrorist country pakistan,OAG
instead of being a successful woman professionally|be a successful mother|wife|daughter,OAG
i absolutely agree with you sir|but the condition is that these paid chamchas n our honourable ministers should b in the lead,NAG
he mean when the baby cry while he sleeping he get disturb of carrying noise so hold the baby ' s neck this is all drama for to get fame only enough now by the using religions now we all indians are aware of those all,CAG
fed said that they will further hike interest rates in the next year|do you think indian markets will try to factor that,NAG
india will not forgive this idiot|an amazing momentum that was built with the anti - corruption wave in  saw the death because of this man ' s ego and delusions of grandeur|he ' s a big loser as far as i am concerned,OAG
it is sad that the money comes in after the victory but there is no monetary help|scholarships or even infrastructure support before the olympics to prepare these athletes|if india had that|we would have many more medalists and even bring in gold|the country has immense talent but very few agencies are interested in nurturing that talent,NAG
why pakistan behave like coward|if they attacked than accept it|or if did not attack than accept that it ' s terrorist attackers come from pakistan,OAG
amazing movie|superb imagination|u can feel the hardwork it must have taken for every scene|the thoughts as well as the execution of them|hats off to the makers and the actors,NAG
communism bootlicker of china r finished from every part of nation except kerala & tripura soon they will go down  in these states also|from killing human being to animals only these justified their ideology from marx lenin mao che to every naxal in india they have only killing in mind,OAG
person who buy need to build own roads to drive,NAG
1 st aggressive statement i have seen since he took his office,NAG
expect incentives for new age vehicles operated on batteries|electricity|etc,NAG
israel is better than turkey|turkey is dangerous|a threat to world peace,OAG
https :// we |youtube|com / watch|v = k - b22xcgwqa hye >  rapeistan  first make ur soldiers brave then talk about war against pakistan and socald surgical strikes,NAG
serves him right,NAG
plz make some strong organization in every state|which take care of these athlete|they faces a lot of problem|just like a gopichand made it,NAG
national award on the way,CAG
sachin dattatray dhankude says that if|by going symbol - less|he is successful in bringing about a rule that will write off symbols for election candidates|he is ready to take on the risk as it will fulfill his “ larger aim ”,NAG
lol most hardworking|his hardworks comes only when he decide which movie to see and what review he should give||,NAG
our leaders are just drunken sots and beastly guttons do you agree,OAG
i think you are rahul gandhi supporter,CAG
big business always supports the government|to save their skin and used for propaganda,NAG
very bad news channel is  abp  neaws channel only  bjp  news channel in this world very bad news channel is  abp  neaws channel not interested in indian people,OAG
 thing is confirmed|that|he has guts to speak straight|either u like it or nt,NAG
i think|it will be someone with no family ties this time,NAG
""" swacch bharat abiyan "" is an initiative of our government has became very popular out side of our country|bravo",NAG
who is speaking|head of a party who execute with the cruelest methods any one who are found to be a threat to their growth|even their own cadres or leaders who may desert party|even mussolini or hitler will shudder if they see the method of murders this inhuman party did|they failed miserably in west bengal|now many right thinking citizens are rejecting the polarisation jumla of both congress who are habitual corrupt and communists whose  dna  is political murders and joining  bjp  refusing to be mislead by their vote bank lies of communalism|vijayan ' s party as well cingress are scared and worried about the erosion of their cadres to  bjp  and hence unleashed a dirty devilish malicious communal campaign coupled with murders and clashes on  bjp |but this has become outdated and congress is swept to a corner in centre|same experience will meet  cpim  and congress again,CAG
cpec as 2 0 0 year fefore east india company|it ' s not for pak for china bevkuffo by this road which type of industry come in pak|tell wat u get cpec,NAG
that ' s male ego talking|:smiling_face_with_horns:,CAG
the increase is a trap|markets will fall big time|wait for lower levels to buy,NAG
such a horrible article|quotes the pope on marxism as if he is the authority to go by|the highest income inequality today is in russia of all countries and yet marxism is the panacea|the attempts to create marxist utopia have given us horrors of stalin|pol pot|mao|castro|and hugo chavez and yet this belief of infallibility of marx has not gone|it is almost if marxism itself is a religion,CAG
where is bhaiya ji joshi|kiren rijuju|anil vij|naidu sir all are silent on thus,CAG
since vodafone is not listed company how valuation of idea was decided,NAG
congrats sherren|u r a family member for me,NAG
poor interpretation and misrepresentation of facts,CAG
al quida terrorist al zawahiri is hiding in karanchi with the help of  isi | usa  any time may drop bombs on al zawahiri to send him to hell,NAG
anna has lost the faith of people|he is not saying a single word about faulty  evm |misuse of governors|misuse of all the institutions by corrupt hippocrate bhajpa,CAG
i waiting for the launch|but i surprised by this performance done at launch,CAG
 where does it stand in comparison to  | please | and when did the boom come because in    it was around    if i am not wrong | please correct if possible ,NAG
this is happening a lot,NAG
these congress goons have no more agenda|and will interfere in anything and everything|it ' s about time you stopped barking,OAG
i do not understand|what is the theme|& why,NAG
dear friends|considerig the population of india|if working cash is kept at home at permisiable limit|this is not illegal|the cash is not black money collected|people dont make a fuss that this move has collected black money,NAG
contours of corruption is decoded||just decoding what,NAG
which sector wil turnaround this year & give good return|is metal story over,NAG
most irresponsible ex cricketer of world,OAG
also please see the  constitution of india  and also its commentry written by various learned people,NAG
throw that kejriwal out|his arrogant behaviour costed the party alot|they lost their diginity now,OAG
subsidies should be given to pv module manufacturing companies and r & d companies in solar|energy efficient production system,NAG
умайр ахмед what about the pedophile follower who marries  nine year old kids,NAG
look at the timing of this  bjp  &  rss  sponsored man| annahazardous  just at the brink of  mcd  elections|where is his struggle for  lok pal |why no more fasting drama| arvindkejriwal  is most hardworking|dedicated and honest politician of our times|his work speaks for him,OAG
* andrew|on the judean hill|is keenly reading the journal nature|his skyward view of|life in the heavens became a larger picture|a new  face|surfaces on the cosmic sea|like a rising atlantis|trappist - |the dwarf star ’ s system|has seven earth - size exoplanets|is it possible|another water mansion|basically  light years away|maybe a superior civilization|compared to the 2 1 st century resume|in the text|andrew recalls|what was voiced by the bridegroom|“ many mansions ” in his father ’ s house|he declared in the room|before galileo and hubble ’ s discoveries|was this not foretold|the revelator also stated|“ and other sheep … not of this fold|” rsr,NAG
but how many years do they expect when receiving this jumbo amount from the corrupted indian govt|establishments|still a qquestion,NAG
getting married to guy ten years elder to u and while hes going places|you stay home in the name of motherhood and homemaker is only something who got marid for chilling on someone elses hard money can do|hard working independent gals have to work to fulfil dreams buy house gve good future and raise independent kids,CAG
i did not like the way bajaj has launched this bike,NAG
want to sell  lot of crude oil as intraday,NAG
one can buy with a sl  for tgt  /  /  /  /  for period six months,NAG
pl  tell sir j berger ambuja idfc bank rite time enter,NAG
you people will not have answers for the questions asked by yellow army here and every where,NAG
 pm modi will get more votes then  lok shaba election,NAG
be a human first|stop blaming others on religion grounds stay in sound proof house,OAG
i toh everytime say this :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: you r the one crying all time <tong>,CAG
that is good news|ha ha ha,NAG
killing in the name of durga is the new  virgins,OAG
bajaj cannot give competition to royal enfield|royal is always royal,NAG
i like surprises would wait prepare urself n be happy,CAG
politics should not come in front|and play with it,NAG
y it was not an immediate step rather than an informed step,CAG
and that logic comes out of chapter  verse  :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,CAG
kunthavi kalachelvam what did you react to this,NAG
lol|about of kerala ' s population are hindus|and most do not have a problem with it|what makes it  your  moral right to speak for them|<percent> of the population wrong|or you do not get maths and logic|go on|blah blah blah|beef|aiyyo,CAG
whole infrastructure story is what one has to look forward based on the budget outcome so i went ahead with orient cement @  but not much of movement|any views on this stock,NAG
 cash  -  less |that is modi ' s dream|do not tell me that he has achieved it so faast|i do not quite trust the russian diplomat,CAG
we do not have time for soldiers|bcoz we are busy in protecting :cow_face:,NAG
mark waugh and ian healy clearly left embarassed,NAG
let them kill each other|dacoit parties both,OAG
it has to be a ' military ' retaliation and not diplomacy|paskistan does not believe in diplomacy because they do not believe in it|they believe in combat with weapons that were given to them free by their coalition partners viz  u s  and some middleeast countries|they have no money to buy weapons,CAG
only pigs can admire the capabilities of piggy army of pigistaan ( pakistan ),OAG
my friend  crore has been spend in  election by  bjp |which is most expensive election campaign ever in india|<percent> of the total money had spend on media for fake or brain washing publicity,CAG
म ै य े ब ि ल ् क ु ल पसन ् द नह ी करत ा क ि क ो ई ग ा ल ी गल ौ ज कर े पर सरक ा र क ी जब ा बद े ह ी बनत ी ह ै एक सप ् त ा ह म े द ू सर ी घटन ा सरक ा र ल ा च ा र द ि ख रह ी },CAG
this is what every business man has to do after age of 6 0 years|i am truly inspired by this|great am naik sir,NAG
are there hindus and their temples still in kashmir|but i am against all loudspeakers in all temples|mosques and churches and all religious institutions,OAG
madam working women make more successful everything,CAG
u r absolutely right a prayer should give positiveness to the life it ' s so much irritating|anyone making you understand secularism just stay near by the loudspeakers than u know the real pain|everything should be in limits|but y some ppl trying to make this secular or non secular|it applies to all even temples also|but i never heard so much noise level from any temples,OAG
what an amazing thought|data is the new natural resource|yes it is,NAG
due to worse policies across the country tamilnadu farmer ' s are hunger strike at jantar mantar|delhi demands for waive off agriculture loans and drought relief scheme to be sanctioned|as on now central govt have not took any reasonable empowered scheme for benefit of farmers|tn state govt had requested central to sanction drought relief scheme funds but central govt did not addressed till now|agriculture ministry says financial burden for up farmer ' s loan waiver shall takeover by central exchequer|why not for other farme ' s across the nation| agri  ministry says farmer ' s lost their lives due failure & incomptance|i hope honour narendr modi shall remember that he is prime minister of nation not only for uttar pradesh,CAG
a man self obsessed with religious ideology even in friendship could not be a trustworthy|let him go back without any further talks,CAG
well this is quite normal|if the lady can not bear it then she do not even have any olqs|yeah it ' s in public but nominal one|he just scolded her,CAG
sir|communist against nationalism everybody knows it in india,OAG
stop dictating|there is jungle raj in bjp ruled states|where innocents are killed by terrorists|and those terrorists are with full hope that party in power will come to their rescue,OAG
he should be transported to afghanistan,CAG
it will soon vanish from delhi also then back to pavilion,CAG
 rip  amma u will always be cherished not as memories but as daring u showed in this man world|:sad_but_relieved_face:,NAG
this is all politica to divert people mind from promises given to them is impossible to fulfill and also bavas cannot fool people if the message is adopted bij people,OAG
there is no comparison between cnbctv18 and timesnow|do not they understand this|one is business news channel and other one news channel|they should compare with  etnow |i am independent viewer but sad cnbctv18 should think before they write to prove it,NAG
nothing wrong in sinus tweet,CAG
then why you are killing our own people there|he took so many days to understand this simple thing,CAG
haha|modi said demonetization will remove fake notes & black money|nobody can remove corruption|and now fake money,CAG
he is a singer|but not a wise man|ignore ignore ignore & more ignore him|so if he feeling disturbing then he shift to another place where azan does not reachable,OAG
if you have any questions for mr prakash javadekar|we will be happy to take them  live |write to us in the comments section,NAG
propaganda does not require data brother it requires gullible minds|:thumbs_up:,NAG
u always are liar indians from  gandhi  to modi  u r  always cheaters,OAG
i do not believe this|government must see down to the common man|see how common people are suffering|see how people are gathering new notes,CAG
he cut head all of poor peole of our india,CAG
he is crazy man all,OAG
wrong statement made by  indianexpress  :thumbs_down:,CAG
love u kangana ranaut,NAG
this country requires cash at this moment|not your political speech,CAG
sub : - like of  /  attacks can ’ t be stopped without solving kashmir problem which can ’ t be solved without end - game in sight|- - - - - in the entire history of mankind it will be difficult to find another example where a country like india [ of six times than pakistan especially india with better level of advance in science & technology as is evident from ‘ mangal - yan ’ the mars mission ] cowardly & helplessly tolerates repeated humiliation by way of armed aggression on it|india is facing such shameful situation for the simple reason that like pakistan ( and bangladesh ) india too foolishly does not understand that the last word on india ’ s partition is yet to be written|one more matter agitates a person like me born before independence and that too in kota region of my native state of rajasthan|we were brought up in a culture where a ‘ sainik ’ laying down his life in a war was considered getting ‘ moksha ’ through ‘ veergati ’ [ and we were told the stories of rani padmini and other ladies of chittorgarh becoming ‘ sati ’ because their husbands got ‘ veergati ’ in battle and hada rani ( from kota - bundi given in marriage to chittorgarh ) cutting her head and sending it as a memento to her ‘ madhosh ’ husband in order to motivate him to fight the battle against enemy and rana pratap never submitting to akabar rather preferred to live in jungles while incessantly fighting to recover the lost forts and mother - land ]|this culture has still remained but when nowadays i see the soldiers and their officers dying ( not in war against pakistan ) but like ‘ keede - makode ’ ( insects ) and at the top of it are called ‘ shaheed ’ ( martyrs )|i get confused whether the culture in which we were brought up was right or the present culture|( where as a veteran colonel said after  /  on a tv program that after training of merely  to  months jihadi under the very nose of security forces at border etc come from pakistan and kill the well and extensively trained & groomed indian soldiers and their officers at army camp / corps headquarters ) but in any case|it is high time  goi  realizes that earlier congress party and now  bjp  headed by pm modi and all other political parties in india have been and are incapable of solving kashmir problem due to their communal mindset|therefore before it is too late  goi  should spare a meager amount of $ | for the launch of ‘ united india party ’ which alone can solve kashmir and other problems being faced by india|it is hoped that the friends - of - india will constrain  goi  to see reason as explained at : - http :// we |alwihdainfo|com / at - least - after -  -  - friends - should - advice - india - to - spend - -  - to - solve - kashmir - problem_a45603|html [ especially given the fact that india should not waste this opportunity where some kashmiri muslims are showing courage and patriotism to start office ( with flag and board / banner ) of pro - india national political party in srinagar and in other parts of the valley where the writ of government of j & k and india does not run and on the contrary pakistan supported separatists have been able to inflict almost five months of shutdown on the people of kashmir ] regards email : hemraj_jain |com,NAG
abhi thodi der me modi ji tweeter se hamla karenge modi ji desh ko chinta karne ki jarurat nahi ha,CAG
so good to know|bahubali  has done super business in  usa  too,NAG
i dnt knw y inteelectual like u is also behaving narendra paid bhakts|srsly msurprised,CAG
he is considered to be hardliner|by appointing him cm| bjp  is going to give the message it is serious about the construction of ram temple at ayodhya,CAG
it ' s chinese year of the cock|so they are all out in full force on social media,OAG
covering  aam  from govt schemes is ok|but delhiwalas do not want to see the face of kejri as well,CAG
hara  do u think pakistan will follow this decision|<laugh>|<laugh>,OAG
up is having one of the worst health system and infrastructure in the country|now they r busy in making identity cards and ambulance services for cows|doctors can not do much without adequate infrastructure|even for simple ailments many patients are being shunted to delhi,OAG
since i am neither a follower of  rss  nor gandhiji|i am not a right person to judge|but killings / violence / wars are normal part of humans life history|we should accept this fact first|and feel happy,NAG
so you are feeling very comfortable with it if it ' s not painted as communal,NAG
printing new notes cost money and those banned costed and was all waste|why dosent he get forign bank details of his political party people,CAG
rm and sushma swaraj are the only working people in  bjp |rest are just religious politics and campaigning,CAG
do not compare azaan with hindu festivals|hindu festivals are special occasions|azaan is  times a day for  days,OAG
oh do you know where osama bin laden has been found|who started taliban in |even your x president musarraf excepted that they sponsored terrorism and osama is your hero,CAG
*  pure desh me afra tafri ka mahool hai | india ki   janta garib hai | ye maar asli   pe mari hai modi ji ne | ye acha nhi kiya bjp ne pura vyapari varg roo raha hai khun ke aansu bjp we shame on you  * * b|j|p|* :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: *  modi |* :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: :cross_mark: *  we realy shame on you modi ji |*,NAG
immediately clise all  rss  /  bjp  offices across wb|then throught india,OAG
the media houses need to chill,NAG
he is fuddu no ,OAG
speechless,NAG
bajaj doing a funeral for their bike cos its crap,OAG
just do it,NAG
i am eagerly waiting|thank u to  much,NAG
i have learned this things,NAG
unite muslims against fake hindu religion,OAG
it should b one same like demonitization|it is rather an informed measure to take the rectification step to avoid mistake,CAG
the world would be a better place without  usa | usa  is the most damaging country in world,NAG
 seats for  bjp historic  performance &  others also supporting means  bjp  emerges with highest seats  in  bmc |but but modi destroyed india because of demonetisation :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,OAG
some messages shows how they got their hands burn by demonisation,CAG
is this the right time invest in pharma sector or wait for donald trumps new announcements,NAG
india need strong defense minister and home minister|currently both are useless,OAG
correct decision but horrible implementation|next steps for any honest pm including him : -  ) all elections to be funded by the election commission thru special credit cards issued to the extent allowed| ) all parties to abide by the limit in case any candidate found exceeding limit he should be declared the looser even if he had won| ) immediately enforce  btt  ( bank transaction tax which should not|e more than of the value used| ) no income tax to be more than  ) sack any one found guilty of corruption without any recourse to courts|amend service laws  ) cover the agriculturists by tax which should not exceed,CAG
if he had been so wrong|how he been winning elections one after another|he represents all section of society consisting of all religion and castes|being pro india|he is described hindu terrorist|shame on such media,OAG
reliance acquistion effect :  cnbc  - tv18 becomes sopkesperson for ratan tata|instead of taking only welspun issue why not discuss issues raised by cyrus mistry,NAG
this ex service man should be penalised very heavily|his pension privileges need to be stopped|such scoundrels will never back off and will teach / share war skills to anti social elements|this case should be handled by  nia ,OAG
bhai did u see |not every politician is same,CAG
